x-axis,1,2
second,Volt,Volt
-37.50000E-03,+49.72362E-03,+337.68844E-03
-37.47500E-03,+89.92462E-03,+422.11055E-03
-37.45000E-03,+122.08543E-03,+393.96985E-03
-37.42500E-03,+162.28643E-03,+365.82914E-03
-37.40000E-03,+194.44723E-03,+450.25125E-03
-37.37500E-03,+232.63819E-03,+337.68844E-03
-37.35000E-03,+246.70854E-03,+393.96985E-03
-37.32500E-03,+262.78894E-03,+422.11055E-03
-37.30000E-03,+266.80904E-03,+450.25125E-03
-37.27500E-03,+256.75879E-03,+337.68844E-03
-37.25000E-03,+242.68844E-03,+450.25125E-03
-37.22500E-03,+228.61809E-03,+337.68844E-03
-37.20000E-03,+202.48744E-03,+450.25125E-03
-37.17500E-03,+168.31658E-03,+309.54774E-03
-37.15000E-03,+146.20603E-03,+393.96985E-03
-37.12500E-03,+114.04523E-03,+450.25125E-03
-37.10000E-03,+81.88442E-03,+337.68844E-03
-37.07500E-03,+65.80402E-03,+309.54774E-03
-37.05000E-03,+41.68342E-03,+337.68844E-03
-37.02500E-03,+23.59296E-03,+337.68844E-03
-37.00000E-03,+17.56281E-03,+450.25125E-03
-36.97500E-03,+15.55276E-03,+422.11055E-03
-36.95000E-03,+17.56281E-03,+337.68844E-03
-36.92500E-03,+27.61307E-03,+365.82914E-03
-36.90000E-03,+33.64322E-03,+450.25125E-03
-36.87500E-03,+65.80402E-03,+365.82914E-03
-36.85000E-03,+81.88442E-03,+450.25125E-03
-36.82500E-03,+97.96482E-03,+422.11055E-03
-36.80000E-03,+138.16583E-03,+337.68844E-03
-36.77500E-03,+154.24623E-03,+422.11055E-03
-36.75000E-03,+158.26633E-03,+393.96985E-03
-36.72500E-03,+160.27638E-03,+422.11055E-03
-36.70000E-03,+162.28643E-03,+337.68844E-03
-36.67500E-03,+156.25628E-03,+422.11055E-03
-36.65000E-03,+138.16583E-03,+393.96985E-03
-36.62500E-03,+114.04523E-03,+365.82914E-03
-36.60000E-03,+89.92462E-03,+562.81406E-03
-36.57500E-03,+65.80402E-03,+450.25125E-03
-36.55000E-03,+21.58291E-03,+337.68844E-03
-36.52500E-03,-12.58794E-03,+365.82914E-03
-36.50000E-03,-22.63819E-03,+337.68844E-03
-36.47500E-03,-70.87940E-03,+422.11055E-03
-36.45000E-03,-78.91960E-03,+281.40703E-03
-36.42500E-03,-95.00000E-03,+422.11055E-03
-36.40000E-03,-119.12060E-03,+337.68844E-03
-36.37500E-03,-135.20100E-03,+422.11055E-03
-36.35000E-03,-139.22110E-03,+393.96985E-03
