x-axis,1,2,EXT
second,Volt,Volt,
+62.36000E-03,+7.85631542E+00,+7.18468608E+00,1
+62.44000E-03,+7.83107425E+00,+7.14243952E+00,1
+62.52000E-03,+7.86008313E+00,+7.09624387E+00,1
+62.60000E-03,+7.84870065E+00,+7.09624387E+00,1
+62.68000E-03,+7.87165172E+00,+6.96098560E+00,1
+62.76000E-03,+7.81481869E+00,+7.02493017E+00,1
+62.84000E-03,+7.85760691E+00,+6.97442955E+00,1
+62.92000E-03,+7.83107425E+00,+6.91935944E+00,1
+63.00000E-03,+7.83107425E+00,+6.87342831E+00,1
+63.08000E-03,+7.83586796E+00,+6.91136991E+00,1
+63.16000E-03,+7.85760691E+00,+6.83091722E+00,1
+63.24000E-03,+7.85144234E+00,+6.81036867E+00,1
+63.32000E-03,+7.85238899E+00,+6.67142584E+00,1
+63.40000E-03,+7.85760691E+00,+6.74247501E+00,1
+63.48000E-03,+7.85615670E+00,+6.74247501E+00,1
+63.56000E-03,+7.84390693E+00,+6.69969939E+00,1
+63.64000E-03,+7.83107425E+00,+6.57331558E+00,1
+63.72000E-03,+7.86667189E+00,+6.56559058E+00,1
+63.80000E-03,+7.87196916E+00,+6.47714837E+00,1
+63.88000E-03,+7.85760691E+00,+6.31792152E+00,1
+63.96000E-03,+7.87428666E+00,+6.38870616E+00,1
+64.04000E-03,+7.83260381E+00,+6.38360760E+00,1
+64.12000E-03,+7.88413957E+00,+6.25486188E+00,1
+64.20000E-03,+7.85536877E+00,+6.13083998E+00,1
+64.28000E-03,+7.85760691E+00,+6.18134059E+00,1
+64.36000E-03,+7.85760691E+00,+6.07497627E+00,1
+64.44000E-03,+7.87876294E+00,+6.03493730E+00,1
+64.52000E-03,+7.88413957E+00,+5.94649509E+00,1
+64.60000E-03,+7.85760691E+00,+5.94649509E+00,1
+64.68000E-03,+7.85815676E+00,+5.85805287E+00,1
+64.76000E-03,+7.85760691E+00,+5.77680659E+00,1
+64.84000E-03,+7.86683061E+00,+5.82730721E+00,1
+64.92000E-03,+7.85760691E+00,+5.68116844E+00,1
+65.00000E-03,+7.89976025E+00,+5.75142401E+00,1
+65.08000E-03,+7.84791272E+00,+5.59272623E+00,1
+65.16000E-03,+7.85760691E+00,+5.50428402E+00,1
+65.24000E-03,+7.88413957E+00,+5.54785324E+00,1
+65.32000E-03,+7.83523308E+00,+5.42277320E+00,1
+65.40000E-03,+7.85760691E+00,+5.41584180E+00,1
+65.48000E-03,+7.85760691E+00,+5.32739959E+00,1
+65.56000E-03,+7.85760691E+00,+5.34585077E+00,1
+65.64000E-03,+7.85760691E+00,+5.26330071E+00,1
+65.72000E-03,+7.88413957E+00,+5.23895738E+00,1
+65.80000E-03,+7.88390716E+00,+5.23895738E+00,1
+65.88000E-03,+7.88413957E+00,+5.06873981E+00,1
+65.96000E-03,+7.85760691E+00,+5.06207295E+00,1
+66.04000E-03,+7.89913670E+00,+5.13128928E+00,1
+66.12000E-03,+7.87852486E+00,+4.97363073E+00,1
+66.20000E-03,+7.86714238E+00,+4.91697343E+00,1
+66.28000E-03,+7.88229256E+00,+4.89134521E+00,1
+66.36000E-03,+7.87083639E+00,+4.84084459E+00,1
+66.44000E-03,+7.90683084E+00,+4.88518852E+00,1
+66.52000E-03,+7.88413957E+00,+4.79674631E+00,1
+66.60000E-03,+7.87845117E+00,+4.70830409E+00,1
+66.68000E-03,+7.88413957E+00,+4.70830409E+00,1
+66.76000E-03,+7.87468346E+00,+4.70830409E+00,1
+66.84000E-03,+7.88221320E+00,+4.61986188E+00,1
+66.92000E-03,+7.87083073E+00,+4.62014530E+00,1
+67.00000E-03,+7.88598091E+00,+4.61986188E+00,1
+67.08000E-03,+7.88413957E+00,+4.61986188E+00,1
+67.16000E-03,+7.87853053E+00,+4.60116506E+00,1
+67.24000E-03,+7.88413957E+00,+4.53141966E+00,1
+67.32000E-03,+7.85760691E+00,+4.50016382E+00,1
+67.40000E-03,+7.88213384E+00,+4.43629169E+00,1
+67.48000E-03,+7.88413957E+00,+4.44297745E+00,1
+67.56000E-03,+7.88413957E+00,+4.51967314E+00,1
+67.64000E-03,+7.87684791E+00,+4.35453524E+00,1
+67.72000E-03,+7.88966926E+00,+4.26609302E+00,1
+67.80000E-03,+7.88999236E+00,+4.26609302E+00,1
+67.88000E-03,+7.89207745E+00,+4.23510172E+00,1
+67.96000E-03,+7.88622466E+00,+4.17765081E+00,1
+68.04000E-03,+7.89760714E+00,+4.08920860E+00,1
+68.12000E-03,+7.88413957E+00,+4.08920860E+00,1
+68.20000E-03,+7.88413957E+00,+4.08920860E+00,1
+68.28000E-03,+7.87868925E+00,+3.98259863E+00,1
+68.36000E-03,+7.88413957E+00,+3.86342964E+00,1
+68.44000E-03,+7.88413957E+00,+3.91232417E+00,1
+68.52000E-03,+7.86193580E+00,+3.83109678E+00,1
+68.60000E-03,+7.88413957E+00,+3.82388195E+00,1
+68.68000E-03,+7.88574283E+00,+3.81853776E+00,0
+68.76000E-03,+7.88413957E+00,+3.76803714E+00,0
+68.84000E-03,+7.88951054E+00,+3.64699753E+00,0
+68.92000E-03,+7.88413957E+00,+3.62695915E+00,0
+69.00000E-03,+7.89327824E+00,+3.61653529E+00,0
+69.08000E-03,+7.90842843E+00,+3.64699753E+00,0
+69.16000E-03,+7.87123319E+00,+3.55855531E+00,0
+69.24000E-03,+7.83412204E+00,+3.64699753E+00,0
+69.32000E-03,+7.88413957E+00,+3.61413560E+00,0
+69.40000E-03,+7.86289851E+00,+3.66463621E+00,0
+69.48000E-03,+7.91067223E+00,+3.71513683E+00,0
+69.56000E-03,+7.85760691E+00,+3.64699753E+00,0
+69.64000E-03,+7.85993007E+00,+3.72769585E+00,0
+69.72000E-03,+7.91067223E+00,+3.77819647E+00,0
+69.80000E-03,+7.85760691E+00,+3.74025487E+00,0
+69.88000E-03,+7.88413957E+00,+3.79075549E+00,0
+69.96000E-03,+7.87892733E+00,+3.84125611E+00,0
+70.04000E-03,+7.89833177E+00,+3.82388195E+00,0
+70.12000E-03,+7.85760691E+00,+3.94225734E+00,0
+70.20000E-03,+7.88413957E+00,+3.98474954E+00,0
+70.28000E-03,+7.85760691E+00,+4.00076638E+00,0
+70.36000E-03,+7.88413957E+00,+3.91232417E+00,0
+70.44000E-03,+7.85760691E+00,+3.94571516E+00,0
+70.52000E-03,+7.87387380E+00,+4.08920860E+00,0
+70.60000E-03,+7.85760691E+00,+4.02159836E+00,0
+70.68000E-03,+7.88413957E+00,+4.14798217E+00,0
+70.76000E-03,+7.85760691E+00,+4.16937785E+00,0
+70.84000E-03,+7.87027521E+00,+4.21987847E+00,0
+70.92000E-03,+7.88285375E+00,+4.18193688E+00,0
+71.00000E-03,+7.88413957E+00,+4.23243749E+00,0
+71.08000E-03,+7.90561871E+00,+4.28293811E+00,0
+71.16000E-03,+7.88413957E+00,+4.35453524E+00,0
+71.24000E-03,+7.85760691E+00,+4.32513113E+00,0
+71.32000E-03,+7.88413957E+00,+4.34599775E+00,0
+71.40000E-03,+7.85760691E+00,+4.44297745E+00,0
+71.48000E-03,+7.88413957E+00,+4.43895592E+00,0
+71.56000E-03,+7.85760691E+00,+4.44297745E+00,0
+71.64000E-03,+7.85263274E+00,+4.45955801E+00,0
+71.72000E-03,+7.87773126E+00,+4.53141966E+00,0
+71.80000E-03,+7.88413957E+00,+4.53141966E+00,0
+71.88000E-03,+7.85760691E+00,+4.53141966E+00,0
+71.96000E-03,+7.85609340E+00,+4.57816328E+00,0
+72.04000E-03,+7.85760691E+00,+4.53517667E+00,0
+72.12000E-03,+7.87388419E+00,+4.59978886E+00,0
+72.20000E-03,+7.90088262E+00,+4.70830409E+00,0
+72.28000E-03,+7.85760691E+00,+4.70830409E+00,0
+72.36000E-03,+7.86626942E+00,+4.67942905E+00,0
+72.44000E-03,+7.83379421E+00,+4.71737065E+00,0
+72.52000E-03,+7.87170935E+00,+4.74973816E+00,0
+72.60000E-03,+7.85760691E+00,+4.71179656E+00,0
+72.68000E-03,+7.85760691E+00,+4.79674631E+00,0
+72.76000E-03,+7.85760691E+00,+4.88518852E+00,0
+72.84000E-03,+7.83764128E+00,+4.88518852E+00,0
+72.92000E-03,+7.84902376E+00,+4.91379903E+00,0
+73.00000E-03,+7.86040623E+00,+5.04341077E+00,0
+73.08000E-03,+7.84525605E+00,+4.97363073E+00,0
+73.16000E-03,+7.88220281E+00,+4.97685867E+00,0
+73.24000E-03,+7.85760691E+00,+5.02735929E+00,0
+73.32000E-03,+7.83581033E+00,+5.09364686E+00,0
+73.40000E-03,+7.83107425E+00,+5.10638223E+00,0
+73.48000E-03,+7.85760691E+00,+5.20720711E+00,0
+73.56000E-03,+7.85472822E+00,+5.24855299E+00,0
+73.64000E-03,+7.86987841E+00,+5.28649459E+00,0
+73.72000E-03,+7.85760691E+00,+5.23895738E+00,0
+73.80000E-03,+7.85760691E+00,+5.32739959E+00,0
+73.88000E-03,+7.87948284E+00,+5.56168139E+00,0
+73.96000E-03,+7.85760691E+00,+5.43826098E+00,0
+74.04000E-03,+7.85760691E+00,+5.44392325E+00,0
+74.12000E-03,+7.85760691E+00,+5.58286608E+00,0
+74.20000E-03,+7.84541477E+00,+5.63336670E+00,0
+74.28000E-03,+7.83188391E+00,+5.59542510E+00,0
+74.36000E-03,+7.84703409E+00,+5.73436793E+00,0
+74.44000E-03,+7.85760691E+00,+5.66591055E+00,0
+74.52000E-03,+7.85760691E+00,+5.76961066E+00,0
+74.60000E-03,+7.85760691E+00,+5.85805287E+00,0
+74.68000E-03,+7.85456950E+00,+5.78986003E+00,0
+74.76000E-03,+7.84549413E+00,+5.94649509E+00,0
+74.84000E-03,+7.85687661E+00,+5.94892942E+00,0
+74.92000E-03,+7.87348739E+00,+6.01750961E+00,0
+75.00000E-03,+7.87964156E+00,+6.12337951E+00,0
+75.08000E-03,+7.85072244E+00,+6.21182173E+00,0
+75.16000E-03,+7.83933996E+00,+6.18426935E+00,0
+75.24000E-03,+7.85760691E+00,+6.28987472E+00,0
+75.32000E-03,+7.83107425E+00,+6.30026394E+00,0
+75.40000E-03,+7.83172519E+00,+6.47280876E+00,0
+75.48000E-03,+7.85760691E+00,+6.35293436E+00,0
+75.56000E-03,+7.83107425E+00,+6.40343498E+00,0
+75.64000E-03,+7.84367925E+00,+6.47714837E+00,0
+75.72000E-03,+7.84123420E+00,+6.47714837E+00,0
+75.80000E-03,+7.83107425E+00,+6.49845587E+00,0
+75.88000E-03,+7.83107425E+00,+6.52574372E+00,0
+75.96000E-03,+7.83107425E+00,+6.56559058E+00,0
+76.04000E-03,+7.83107425E+00,+6.69006912E+00,0
+76.12000E-03,+7.81322016E+00,+6.59451916E+00,0
+76.20000E-03,+7.82403105E+00,+6.74247501E+00,0
+76.28000E-03,+7.83107425E+00,+6.76949832E+00,0
+76.36000E-03,+7.82779876E+00,+6.81999894E+00,0
+76.44000E-03,+7.84573221E+00,+6.83091722E+00,0
+76.52000E-03,+7.83107425E+00,+6.91771870E+00,0
+76.60000E-03,+7.83107425E+00,+6.97150079E+00,0
+76.68000E-03,+7.83107425E+00,+6.99360189E+00,0
+76.76000E-03,+7.85048436E+00,+6.98405981E+00,0
+76.84000E-03,+7.83107425E+00,+7.04272631E+00,0
+76.92000E-03,+7.83442909E+00,+7.08506105E+00,0
+77.00000E-03,+7.83401623E+00,+6.96848385E+00,0
+77.08000E-03,+7.83066138E+00,+7.09624387E+00,0
+77.16000E-03,+7.83107425E+00,+7.09624387E+00,0
+77.24000E-03,+7.82689368E+00,+7.17075086E+00,0
+77.32000E-03,+7.80454158E+00,+7.24912192E+00,0
+77.40000E-03,+7.81248986E+00,+7.27312829E+00,0
+77.48000E-03,+7.83107425E+00,+7.27312829E+00,0
+77.56000E-03,+7.81625756E+00,+7.23407503E+00,0
+77.64000E-03,+7.83074074E+00,+7.36157051E+00,0
+77.72000E-03,+7.79349260E+00,+7.36157051E+00,0
+77.80000E-03,+7.85350570E+00,+7.34789982E+00,0
+77.88000E-03,+7.81182285E+00,+7.36157051E+00,0
+77.96000E-03,+7.81241050E+00,+7.42378301E+00,0
+78.04000E-03,+7.80102802E+00,+7.45001272E+00,0
+78.12000E-03,+7.83107425E+00,+7.45001272E+00,0
+78.20000E-03,+7.80479572E+00,+7.45001272E+00,0
+78.28000E-03,+7.79341325E+00,+7.48710718E+00,0
+78.36000E-03,+7.80856343E+00,+7.53845493E+00,0
+78.44000E-03,+7.81190221E+00,+7.51391950E+00,0
+78.52000E-03,+7.83107425E+00,+7.56442011E+00,0
+78.60000E-03,+7.80813451E+00,+7.62689715E+00,0
+78.68000E-03,+7.81951699E+00,+7.62689715E+00,0
+78.76000E-03,+7.80471636E+00,+7.62631454E+00,0
+78.84000E-03,+7.80042431E+00,+7.64062138E+00,0
+78.92000E-03,+7.82713176E+00,+7.65318040E+00,0
+79.00000E-03,+7.80454158E+00,+7.74013933E+00,0
+79.08000E-03,+7.80454158E+00,+7.80378158E+00,0
+79.16000E-03,+7.77800892E+00,+7.80378158E+00,0
+79.24000E-03,+7.81959635E+00,+7.85396412E+00,0
+79.32000E-03,+7.80454158E+00,+7.89190572E+00,0
+79.40000E-03,+7.81582864E+00,+7.89222379E+00,0
+79.48000E-03,+7.80454158E+00,+7.89222379E+00,0
+79.56000E-03,+7.80454158E+00,+7.91728829E+00,0
+79.64000E-03,+7.81217242E+00,+7.98066600E+00,0
+79.72000E-03,+7.80454158E+00,+7.99317149E+00,0
+79.80000E-03,+7.80454158E+00,+8.01866114E+00,0
+79.88000E-03,+7.80452552E+00,+8.15749689E+00,0
+79.96000E-03,+7.80454158E+00,+8.11966237E+00,0
+80.04000E-03,+7.80075781E+00,+8.14493787E+00,0
+80.12000E-03,+7.80454158E+00,+8.09443725E+00,0
+80.20000E-03,+7.77800892E+00,+8.15755043E+00,0
+80.28000E-03,+7.77800892E+00,+8.24599265E+00,0
+80.36000E-03,+7.76279544E+00,+8.19528103E+00,0
+80.44000E-03,+7.80447828E+00,+8.15776143E+00,0
+80.52000E-03,+7.79309581E+00,+8.24599265E+00,0
+80.60000E-03,+7.80454158E+00,+8.39818102E+00,0
+80.68000E-03,+7.77800892E+00,+8.42287707E+00,0
+80.76000E-03,+7.82360213E+00,+8.35934191E+00,0
+80.84000E-03,+7.78191928E+00,+8.33443486E+00,0
+80.92000E-03,+7.77800892E+00,+8.42287707E+00,0
+81.00000E-03,+7.75176157E+00,+8.42287707E+00,0
+81.08000E-03,+7.77800892E+00,+8.37285198E+00,0
+81.16000E-03,+7.78163397E+00,+8.43496057E+00,0
+81.24000E-03,+7.75923369E+00,+8.48546118E+00,0
+81.32000E-03,+7.77061617E+00,+8.44751959E+00,0
+81.40000E-03,+7.77800892E+00,+8.51131929E+00,0
+81.48000E-03,+7.77800892E+00,+8.46007861E+00,0
+81.56000E-03,+7.77800892E+00,+8.51205935E+00,0
+81.64000E-03,+7.76640442E+00,+8.56107984E+00,0
+81.72000E-03,+7.80099589E+00,+8.58794254E+00,0
+81.80000E-03,+7.77017213E+00,+8.51131929E+00,0
+81.88000E-03,+7.77069553E+00,+8.57538352E+00,0
+81.96000E-03,+7.77393983E+00,+8.58619789E+00,0
+82.04000E-03,+7.77363846E+00,+8.56282450E+00,0
+82.12000E-03,+7.75117488E+00,+8.51232388E+00,0
+82.20000E-03,+7.77800892E+00,+8.64925752E+00,0
+82.28000E-03,+7.75494258E+00,+8.61131593E+00,0
+82.36000E-03,+7.75147626E+00,+8.66181655E+00,0
+82.44000E-03,+7.75871029E+00,+8.66409027E+00,0
+82.52000E-03,+7.75562470E+00,+8.76281778E+00,0
+82.60000E-03,+7.75147626E+00,+8.63643397E+00,0
+82.68000E-03,+7.72532433E+00,+8.60103063E+00,0
+82.76000E-03,+7.73971304E+00,+8.68820371E+00,0
+82.84000E-03,+7.77462195E+00,+8.68820371E+00,0
+82.92000E-03,+7.73293910E+00,+8.71485542E+00,0
+83.00000E-03,+7.77800892E+00,+8.75279701E+00,0
+83.08000E-03,+7.74724845E+00,+8.77664593E+00,0
+83.16000E-03,+7.75147626E+00,+8.77664593E+00,0
+83.24000E-03,+7.77754882E+00,+8.77664593E+00,0
+83.32000E-03,+7.75147626E+00,+8.77664593E+00,0
+83.40000E-03,+7.74816865E+00,+8.77664593E+00,0
+83.48000E-03,+7.76185918E+00,+8.71511995E+00,0
+83.56000E-03,+7.73201891E+00,+8.77664593E+00,0
+83.64000E-03,+7.73355792E+00,+8.79100314E+00,0
+83.72000E-03,+7.72979022E+00,+8.81278933E+00,0
+83.80000E-03,+7.75093680E+00,+8.77664593E+00,0
+83.88000E-03,+7.74878747E+00,+8.82534835E+00,0
+83.96000E-03,+7.72817184E+00,+8.79816759E+00,0
+84.04000E-03,+7.72494359E+00,+8.77664593E+00,0
+84.12000E-03,+7.72494359E+00,+8.77664593E+00,0
+84.20000E-03,+7.70279745E+00,+8.86508814E+00,0
+84.28000E-03,+7.72994893E+00,+8.77664593E+00,0
+84.36000E-03,+7.72494359E+00,+8.77664593E+00,0
+84.44000E-03,+7.69841093E+00,+8.82508382E+00,0
+84.52000E-03,+7.72494359E+00,+8.78714222E+00,0
+84.60000E-03,+7.71671000E+00,+8.77664593E+00,0
+84.68000E-03,+7.69841093E+00,+8.86508814E+00,0
+84.76000E-03,+7.72047771E+00,+8.79153221E+00,0
+84.84000E-03,+7.72494359E+00,+8.86508814E+00,0
+84.92000E-03,+7.69771275E+00,+8.86276088E+00,0
+85.00000E-03,+7.69841093E+00,+8.77664593E+00,0
+85.08000E-03,+7.67494780E+00,+8.78687769E+00,0
+85.16000E-03,+7.69009798E+00,+8.77664593E+00,0
+85.24000E-03,+7.70524816E+00,+8.77664593E+00,0
+85.32000E-03,+7.69841093E+00,+8.79179674E+00,0
+85.40000E-03,+7.68780599E+00,+8.72355352E+00,0
+85.48000E-03,+7.69763339E+00,+8.77664593E+00,0
+85.56000E-03,+7.67187827E+00,+8.82455475E+00,0
+85.64000E-03,+7.69542076E+00,+8.68820371E+00,0
+85.72000E-03,+7.68162631E+00,+8.66022935E+00,0
+85.80000E-03,+7.68489518E+00,+8.62228775E+00,0
+85.88000E-03,+7.67187827E+00,+8.61517685E+00,0
+85.96000E-03,+7.63482002E+00,+8.63484677E+00,0
+86.04000E-03,+7.67187827E+00,+8.59976150E+00,0
+86.12000E-03,+7.64534560E+00,+8.55896358E+00,0
+86.20000E-03,+7.64825641E+00,+8.52102198E+00,0
+86.28000E-03,+7.66340660E+00,+8.62800040E+00,0
+86.36000E-03,+7.64534560E+00,+8.51131929E+00,0
+86.44000E-03,+7.66717430E+00,+8.49563941E+00,0
+86.52000E-03,+7.63489938E+00,+8.51131929E+00,0
+86.60000E-03,+7.61974920E+00,+8.50819843E+00,0
+86.68000E-03,+7.64534560E+00,+8.51131929E+00,0
+86.76000E-03,+7.59228028E+00,+8.41343891E+00,0
+86.84000E-03,+7.61881294E+00,+8.39437364E+00,0
+86.92000E-03,+7.63874645E+00,+8.40087989E+00,0
+87.00000E-03,+7.66231162E+00,+8.31849045E+00,0
+87.08000E-03,+7.64534560E+00,+8.35376466E+00,0
+87.16000E-03,+7.64432999E+00,+8.24599265E+00,0
+87.24000E-03,+7.61881294E+00,+8.24599265E+00,0
+87.32000E-03,+7.61881294E+00,+8.24599265E+00,0
+87.40000E-03,+7.61881294E+00,+8.33443486E+00,0
+87.48000E-03,+7.61229315E+00,+8.17928308E+00,0
+87.56000E-03,+7.61395026E+00,+8.17375938E+00,0
+87.64000E-03,+7.60852544E+00,+8.21170097E+00,0
+87.72000E-03,+7.61771796E+00,+8.07275814E+00,0
+87.80000E-03,+7.61881294E+00,+8.15755043E+00,0
+87.88000E-03,+7.59228028E+00,+8.06910822E+00,0
+87.96000E-03,+7.59228028E+00,+8.04007572E+00,0
+88.04000E-03,+7.57862849E+00,+8.04764010E+00,0
+88.12000E-03,+7.61387090E+00,+7.98066600E+00,0
+88.20000E-03,+7.61881294E+00,+8.03508108E+00,0
+88.28000E-03,+7.59110594E+00,+7.80769603E+00,0
+88.36000E-03,+7.56574761E+00,+7.84563763E+00,0
+88.44000E-03,+7.59228028E+00,+7.72398393E+00,0
+88.52000E-03,+7.57453672E+00,+7.80378158E+00,0
+88.60000E-03,+7.58591920E+00,+7.73654295E+00,0
+88.68000E-03,+7.56574761E+00,+7.71533936E+00,0
+88.76000E-03,+7.59228028E+00,+7.62689715E+00,0
+88.84000E-03,+7.54046865E+00,+7.62689715E+00,0
+88.92000E-03,+7.56574761E+00,+7.58477656E+00,0
+89.00000E-03,+7.54172896E+00,+7.53845493E+00,0
+89.08000E-03,+7.54808342E+00,+7.53845493E+00,0
+89.16000E-03,+7.57971685E+00,+7.42907367E+00,0
+89.24000E-03,+7.56064685E+00,+7.43301018E+00,0
+89.32000E-03,+7.55569819E+00,+7.50495686E+00,0
+89.40000E-03,+7.51534840E+00,+7.36157051E+00,0
+89.48000E-03,+7.52649942E+00,+7.40395563E+00,0
+89.56000E-03,+7.51268229E+00,+7.20091708E+00,0
+89.64000E-03,+7.52163012E+00,+7.21451218E+00,0
+89.72000E-03,+7.51888464E+00,+7.25245377E+00,0
+89.80000E-03,+7.51268229E+00,+7.11351094E+00,0
+89.88000E-03,+7.49611969E+00,+7.09624387E+00,0
+89.96000E-03,+7.53639012E+00,+7.00780165E+00,0
+90.04000E-03,+7.48614963E+00,+7.05359421E+00,0
+90.12000E-03,+7.51268229E+00,+6.92721040E+00,0
+90.20000E-03,+7.50365510E+00,+6.86100786E+00,0
+90.28000E-03,+7.48614963E+00,+6.81050724E+00,0
+90.36000E-03,+7.49140911E+00,+6.83091722E+00,0
+90.44000E-03,+7.48614963E+00,+6.65403280E+00,0
+90.52000E-03,+7.43308430E+00,+6.56559058E+00,0
+90.60000E-03,+7.47249122E+00,+6.52267640E+00,0
+90.68000E-03,+7.43536023E+00,+6.47714837E+00,0
+90.76000E-03,+7.44219085E+00,+6.38870616E+00,0
+90.84000E-03,+7.45961696E+00,+6.40885161E+00,0
+90.92000E-03,+7.44893928E+00,+6.28246780E+00,0
+91.00000E-03,+7.43308430E+00,+6.15608399E+00,0
+91.08000E-03,+7.43308430E+00,+6.12337951E+00,0
+91.16000E-03,+7.43308430E+00,+6.03285252E+00,0
+91.24000E-03,+7.40874821E+00,+6.02761540E+00,0
+91.32000E-03,+7.38920488E+00,+5.97711478E+00,0
+91.40000E-03,+7.40058736E+00,+5.85805287E+00,0
+91.48000E-03,+7.40113343E+00,+5.92843441E+00,0
+91.56000E-03,+7.39681965E+00,+5.73717072E+00,0
+91.64000E-03,+7.37836848E+00,+5.76410900E+00,0
+91.72000E-03,+7.37955226E+00,+5.72461170E+00,0
+91.80000E-03,+7.37790176E+00,+5.59272623E+00,0
+91.88000E-03,+7.38001897E+00,+5.59272623E+00,0
+91.96000E-03,+7.38001897E+00,+5.59272623E+00,0
+92.04000E-03,+7.35898387E+00,+5.48595881E+00,0
+92.12000E-03,+7.35348631E+00,+5.50428402E+00,0
+92.20000E-03,+7.35348631E+00,+5.24472356E+00,0
+92.28000E-03,+7.35348631E+00,+5.32739959E+00,0
+92.36000E-03,+7.32899150E+00,+5.23895738E+00,0
+92.44000E-03,+7.33629828E+00,+5.20780861E+00,0
+92.52000E-03,+7.34768075E+00,+5.15051516E+00,0
+92.60000E-03,+7.32137673E+00,+5.13192542E+00,0
+92.68000E-03,+7.30999425E+00,+5.09398382E+00,0
+92.76000E-03,+7.32876286E+00,+5.06207295E+00,0
+92.84000E-03,+7.34029462E+00,+5.06207295E+00,0
+92.92000E-03,+7.32891214E+00,+4.89171682E+00,0
+93.00000E-03,+7.30042098E+00,+4.82815960E+00,0
+93.08000E-03,+7.30042098E+00,+4.95454341E+00,0
+93.16000E-03,+7.32129737E+00,+4.88518852E+00,0
+93.24000E-03,+7.30042098E+00,+4.82839265E+00,0
+93.32000E-03,+7.27766547E+00,+4.79045105E+00,0
+93.40000E-03,+7.28715938E+00,+4.70827260E+00,0
+93.48000E-03,+7.29854185E+00,+4.79674631E+00,0
+93.56000E-03,+7.30794695E+00,+4.70830409E+00,0
+93.64000E-03,+7.28912731E+00,+4.63868467E+00,0
+93.72000E-03,+7.27388832E+00,+4.61986188E+00,0
+93.80000E-03,+7.25677020E+00,+4.53141966E+00,0
+93.88000E-03,+7.27388832E+00,+4.61986188E+00,0
+93.96000E-03,+7.24735566E+00,+4.53141966E+00,0
+94.04000E-03,+7.24735566E+00,+4.61386264E+00,0
+94.12000E-03,+7.23777295E+00,+4.44297745E+00,0
+94.20000E-03,+7.22082300E+00,+4.44297745E+00,0
+94.28000E-03,+7.22663800E+00,+4.35453524E+00,0
+94.36000E-03,+7.24735566E+00,+4.29721030E+00,0
+94.44000E-03,+7.22082300E+00,+4.26609302E+00,0
+94.52000E-03,+7.19429033E+00,+4.26609302E+00,0
+94.60000E-03,+7.19429033E+00,+4.17765081E+00,0
+94.68000E-03,+7.17741974E+00,+4.17765081E+00,0
+94.76000E-03,+7.18880222E+00,+4.01906010E+00,0
+94.84000E-03,+7.18839597E+00,+4.08920860E+00,0
+94.92000E-03,+7.15048083E+00,+4.02750311E+00,0
+95.00000E-03,+7.14122501E+00,+3.92650187E+00,0
+95.08000E-03,+7.16775767E+00,+3.86891240E+00,0
+95.16000E-03,+7.14286606E+00,+3.82388195E+00,0
+95.24000E-03,+7.14122501E+00,+3.82388195E+00,0
+95.32000E-03,+7.09356844E+00,+3.75346893E+00,0
+95.40000E-03,+7.12066607E+00,+3.73543974E+00,0
+95.48000E-03,+7.10551588E+00,+3.64699753E+00,0
+95.56000E-03,+7.11248633E+00,+3.63964414E+00,0
+95.64000E-03,+7.07521551E+00,+3.55855531E+00,0
+95.72000E-03,+7.08659799E+00,+3.47011310E+00,0
+95.80000E-03,+7.07144781E+00,+3.47011310E+00,0
+95.88000E-03,+7.07750089E+00,+3.31099333E+00,0
+95.96000E-03,+7.06162702E+00,+3.31340561E+00,0
+96.04000E-03,+7.06162702E+00,+3.29322867E+00,0
+96.12000E-03,+7.05934164E+00,+3.21240438E+00,0
+96.20000E-03,+7.03509435E+00,+3.20478646E+00,0
+96.28000E-03,+7.03657668E+00,+3.12128534E+00,0
+96.36000E-03,+7.03509435E+00,+3.11634424E+00,0
+96.44000E-03,+7.02459428E+00,+3.02790203E+00,0
+96.52000E-03,+6.98202903E+00,+2.95990129E+00,0
+96.60000E-03,+7.00856169E+00,+2.96951896E+00,0
+96.68000E-03,+7.00856169E+00,+2.93945982E+00,0
+96.76000E-03,+6.99481448E+00,+2.93945982E+00,0
+96.84000E-03,+6.95689934E+00,+2.93945982E+00,0
+96.92000E-03,+6.99200854E+00,+2.85101760E+00,0
+97.00000E-03,+6.96066704E+00,+2.85101760E+00,0
+97.08000E-03,+6.96170817E+00,+2.78328139E+00,0
+97.16000E-03,+6.96443475E+00,+2.85101760E+00,0
+97.24000E-03,+6.97958493E+00,+2.68228016E+00,0
+97.32000E-03,+6.96820245E+00,+2.76257539E+00,0
+97.40000E-03,+6.95417275E+00,+2.75816335E+00,0
+97.48000E-03,+6.95549637E+00,+2.67413317E+00,0
+97.56000E-03,+6.92896370E+00,+2.67413317E+00,0
+97.64000E-03,+6.92267254E+00,+2.58569096E+00,0
+97.72000E-03,+6.94663734E+00,+2.52677882E+00,0
+97.80000E-03,+6.92896370E+00,+2.57727944E+00,0
+97.88000E-03,+6.91505777E+00,+2.49298473E+00,0
+97.96000E-03,+6.90243104E+00,+2.41295404E+00,0
+98.04000E-03,+6.90243104E+00,+2.49724875E+00,0
+98.12000E-03,+6.92395175E+00,+2.40880653E+00,0
+98.20000E-03,+6.88226890E+00,+2.40880653E+00,0
+98.28000E-03,+6.88467804E+00,+2.34962986E+00,0
