x-axis,1,2
second,Volt,Volt
-37.50000E-03,-261.95981E-03,+337.68844E-03
-37.47500E-03,-261.95981E-03,+562.81406E-03
-37.45000E-03,-253.91961E-03,+506.53266E-03
-37.42500E-03,-259.94976E-03,+534.67336E-03
-37.40000E-03,-253.91961E-03,+450.25125E-03
-37.37500E-03,-253.91961E-03,+422.11055E-03
-37.35000E-03,-257.93971E-03,+450.25125E-03
-37.32500E-03,-245.87941E-03,+534.67336E-03
-37.30000E-03,-237.83921E-03,+562.81406E-03
-37.27500E-03,-239.84926E-03,+478.39195E-03
-37.25000E-03,-241.85931E-03,+506.53266E-03
-37.22500E-03,-235.82916E-03,+478.39195E-03
-37.20000E-03,-229.79901E-03,+450.25125E-03
-37.17500E-03,-229.79901E-03,+478.39195E-03
-37.15000E-03,-225.77891E-03,+506.53266E-03
-37.12500E-03,-227.78896E-03,+478.39195E-03
-37.10000E-03,-213.71860E-03,+562.81406E-03
-37.07500E-03,-213.71860E-03,+478.39195E-03
-37.05000E-03,-205.67840E-03,+450.25125E-03
-37.02500E-03,-211.70855E-03,+478.39195E-03
-37.00000E-03,-205.67840E-03,+450.25125E-03
-36.97500E-03,-203.66835E-03,+450.25125E-03
-36.95000E-03,-197.63820E-03,+506.53266E-03
-36.92500E-03,-197.63820E-03,+562.81406E-03
-36.90000E-03,-189.59800E-03,+450.25125E-03
-36.87500E-03,-189.59800E-03,+478.39195E-03
-36.85000E-03,-181.55780E-03,+506.53266E-03
-36.82500E-03,-181.55780E-03,+478.39195E-03
-36.80000E-03,-181.55780E-03,+450.25125E-03
-36.77500E-03,-179.54775E-03,+450.25125E-03
-36.75000E-03,-165.47740E-03,+506.53266E-03
-36.72500E-03,-165.47740E-03,+478.39195E-03
-36.70000E-03,-157.43720E-03,+562.81406E-03
-36.67500E-03,-157.43720E-03,+450.25125E-03
-36.65000E-03,-153.41710E-03,+450.25125E-03
-36.62500E-03,-147.38695E-03,+478.39195E-03
-36.60000E-03,-141.35680E-03,+562.81406E-03
-36.57500E-03,-133.31660E-03,+450.25125E-03
-36.55000E-03,-129.29649E-03,+450.25125E-03
-36.52500E-03,-133.31660E-03,+562.81406E-03
-36.50000E-03,-133.31660E-03,+562.81406E-03
-36.47500E-03,-117.23619E-03,+478.39195E-03
-36.45000E-03,-117.23619E-03,+450.25125E-03
-36.42500E-03,-111.20604E-03,+478.39195E-03
-36.40000E-03,-101.15579E-03,+562.81406E-03
-36.37500E-03,-109.19599E-03,+450.25125E-03
-36.35000E-03,-97.13569E-03,+450.25125E-03
