x-axis,1,2
second,Volt,Volt
+20.000000E-03,+4.668222855E+00,+3.151837021E+00
+20.007600E-03,+4.661890262E+00,+3.137433536E+00
+20.015200E-03,+4.667517010E+00,+3.172006402E+00
+20.022800E-03,+4.666117853E+00,+3.220965647E+00
+20.030400E-03,+4.669630806E+00,+3.174862790E+00
+20.038000E-03,+4.667512833E+00,+3.206579268E+00
+20.045600E-03,+4.661188595E+00,+3.172006402E+00
+20.053200E-03,+4.668937493E+00,+3.206579268E+00
+20.060800E-03,+4.669630806E+00,+3.180697111E+00
+20.068400E-03,+4.669630806E+00,+3.220931434E+00
+20.076000E-03,+4.661188595E+00,+3.206579268E+00
+20.083600E-03,+4.663314922E+00,+3.197871453E+00
+20.091200E-03,+4.669630806E+00,+3.226817074E+00
+20.098800E-03,+4.661873554E+00,+3.206579268E+00
+20.106400E-03,+4.661188595E+00,+3.206579268E+00
+20.114000E-03,+4.669630806E+00,+3.206579268E+00
+20.121600E-03,+4.661869377E+00,+3.206579268E+00
+20.129200E-03,+4.654881065E+00,+3.206579268E+00
+20.136800E-03,+4.669630806E+00,+3.206579268E+00
+20.144400E-03,+4.653422989E+00,+3.206579268E+00
+20.152000E-03,+4.661188595E+00,+3.215338402E+00
+20.159600E-03,+4.666142916E+00,+3.220863009E+00
+20.167200E-03,+4.668958379E+00,+3.209333018E+00
+20.174800E-03,+4.667487771E+00,+3.215355508E+00
+20.182400E-03,+4.656230097E+00,+3.261458365E+00
+20.190000E-03,+4.661188595E+00,+3.238415490E+00
+20.197600E-03,+4.661188595E+00,+3.241152134E+00
+20.205200E-03,+4.656225920E+00,+3.241152134E+00
+20.212800E-03,+4.653410457E+00,+3.241152134E+00
+20.220400E-03,+4.654897774E+00,+3.241152134E+00
+20.228000E-03,+4.666155447E+00,+3.241152134E+00
+20.235600E-03,+4.654066176E+00,+3.243854565E+00
+20.243200E-03,+4.661188595E+00,+3.241152134E+00
+20.250800E-03,+4.662688443E+00,+3.261509684E+00
+20.258400E-03,+4.661844314E+00,+3.243837459E+00
+20.266000E-03,+4.661188595E+00,+3.275725000E+00
+20.273600E-03,+4.664655600E+00,+3.275725000E+00
+20.281200E-03,+4.659885511E+00,+3.273056781E+00
+20.288800E-03,+4.661188595E+00,+3.275725000E+00
+20.296400E-03,+4.661188595E+00,+3.275725000E+00
+20.304000E-03,+4.661188595E+00,+3.278376112E+00
+20.311600E-03,+4.657082580E+00,+3.275725000E+00
+20.319200E-03,+4.669630806E+00,+3.255316131E+00
+20.326800E-03,+4.660545407E+00,+3.275725000E+00
