x-axis,1,2
second,Volt,Volt
+16.2500E-03,+1.8205427E+00,+1.4159673E+00
+16.2600E-03,+1.8162010E+00,+1.4348618E+00
+16.2700E-03,+1.8147538E+00,+1.4159673E+00
+16.2800E-03,+1.8147538E+00,+1.4726507E+00
+16.2900E-03,+1.8089648E+00,+1.4915452E+00
+16.3000E-03,+1.8176482E+00,+1.4915452E+00
+16.3100E-03,+1.8089648E+00,+1.4537563E+00
+16.3200E-03,+1.8089648E+00,+1.4348618E+00
+16.3300E-03,+1.8089648E+00,+1.4159673E+00
+16.3400E-03,+1.8031759E+00,+1.4915452E+00
+16.3500E-03,+1.8060704E+00,+1.4159673E+00
+16.3600E-03,+1.8017286E+00,+1.4915452E+00
+16.3700E-03,+1.8031759E+00,+1.3403894E+00
+16.3800E-03,+1.7973869E+00,+1.4726507E+00
+16.3900E-03,+1.8031759E+00,+1.4159673E+00
+16.4000E-03,+1.8017286E+00,+1.4159673E+00
+16.4100E-03,+1.7973869E+00,+1.4159673E+00
+16.4200E-03,+1.7973869E+00,+1.4348618E+00
+16.4300E-03,+1.7973869E+00,+1.3781784E+00
+16.4400E-03,+1.7915980E+00,+1.4726507E+00
+16.4500E-03,+1.7915980E+00,+1.4159673E+00
+16.4600E-03,+1.7915980E+00,+1.4726507E+00
+16.4700E-03,+1.7887035E+00,+1.4537563E+00
+16.4800E-03,+1.7915980E+00,+1.4348618E+00
+16.4900E-03,+1.7915980E+00,+1.4915452E+00
+16.5000E-03,+1.7858090E+00,+1.4348618E+00
+16.5100E-03,+1.7858090E+00,+1.5293342E+00
+16.5200E-03,+1.7843618E+00,+1.4915452E+00
+16.5300E-03,+1.7800201E+00,+1.4159673E+00
+16.5400E-03,+1.7785729E+00,+1.4159673E+00
+16.5500E-03,+1.7829146E+00,+1.4915452E+00
+16.5600E-03,+1.7858090E+00,+1.5482286E+00
+16.5700E-03,+1.7742312E+00,+1.4915452E+00
+16.5800E-03,+1.7785729E+00,+1.4915452E+00
+16.5900E-03,+1.7771256E+00,+1.4915452E+00
+16.6000E-03,+1.7742312E+00,+1.5104397E+00
+16.6100E-03,+1.7742312E+00,+1.4159673E+00
+16.6200E-03,+1.7756784E+00,+1.4915452E+00
+16.6300E-03,+1.7713367E+00,+1.4537563E+00
+16.6400E-03,+1.7785729E+00,+1.4915452E+00
+16.6500E-03,+1.7742312E+00,+1.4915452E+00
+16.6600E-03,+1.7742312E+00,+1.4915452E+00
+16.6700E-03,+1.7771256E+00,+1.4915452E+00
+16.6800E-03,+1.7713367E+00,+1.5104397E+00
