x-axis,1,2
second,Volt,Volt
+16.26000E-03,+1.89576703E+00,+1.86943468E+00
+16.27000E-03,+1.89407858E+00,+1.90722363E+00
+16.28000E-03,+1.89576703E+00,+1.88832916E+00
+16.29000E-03,+1.89407858E+00,+1.86943468E+00
+16.30000E-03,+1.89745547E+00,+1.85054021E+00
+16.31000E-03,+1.89914391E+00,+1.79385679E+00
+16.32000E-03,+1.89914391E+00,+1.86943468E+00
+16.33000E-03,+1.89407858E+00,+1.79385679E+00
+16.34000E-03,+1.89745547E+00,+1.79385679E+00
+16.35000E-03,+1.89914391E+00,+1.75606785E+00
+16.36000E-03,+1.89914391E+00,+1.85054021E+00
+16.37000E-03,+1.89407858E+00,+1.71827890E+00
+16.38000E-03,+1.89745547E+00,+1.71827890E+00
+16.39000E-03,+1.89914391E+00,+1.71827890E+00
+16.40000E-03,+1.89829969E+00,+1.71827890E+00
+16.41000E-03,+1.89745547E+00,+1.64270101E+00
+16.42000E-03,+1.89829969E+00,+1.77496232E+00
+16.43000E-03,+1.89576703E+00,+1.75606785E+00
+16.44000E-03,+1.89745547E+00,+1.64270101E+00
+16.45000E-03,+1.89745547E+00,+1.64270101E+00
+16.46000E-03,+1.90083235E+00,+1.64270101E+00
+16.47000E-03,+1.90083235E+00,+1.64270101E+00
+16.48000E-03,+1.89829969E+00,+1.60491206E+00
+16.49000E-03,+1.89745547E+00,+1.64270101E+00
+16.50000E-03,+1.89829969E+00,+1.71827890E+00
+16.51000E-03,+1.90083235E+00,+1.68048995E+00
+16.52000E-03,+1.89745547E+00,+1.62380653E+00
+16.53000E-03,+1.90083235E+00,+1.49154522E+00
+16.54000E-03,+1.90083235E+00,+1.58601759E+00
+16.55000E-03,+1.90252080E+00,+1.52933417E+00
+16.56000E-03,+1.90167657E+00,+1.56712312E+00
+16.57000E-03,+1.90420924E+00,+1.56712312E+00
+16.58000E-03,+1.90083235E+00,+1.51043970E+00
+16.59000E-03,+1.90252080E+00,+1.49154522E+00
+16.60000E-03,+1.89829969E+00,+1.43486180E+00
+16.61000E-03,+1.90420924E+00,+1.49154522E+00
+16.62000E-03,+1.90083235E+00,+1.49154522E+00
+16.63000E-03,+1.90420924E+00,+1.45375628E+00
+16.64000E-03,+1.90167657E+00,+1.47265075E+00
+16.65000E-03,+1.90420924E+00,+1.49154522E+00
+16.66000E-03,+1.90589768E+00,+1.45375628E+00
+16.67000E-03,+1.90083235E+00,+1.41596733E+00
+16.68000E-03,+1.90083235E+00,+1.45375628E+00
+16.69000E-03,+1.90420924E+00,+1.49154522E+00
