x-axis,1,2
second,Volt,Volt
+15.4500E-03,+2.3534874E+00,+2.8519473E+00
+15.4600E-03,+2.3571055E+00,+2.8802890E+00
+15.4700E-03,+2.3589146E+00,+2.8094347E+00
+15.4800E-03,+2.3578291E+00,+2.7763694E+00
+15.4900E-03,+2.3534874E+00,+2.7763694E+00
+15.5000E-03,+2.3549347E+00,+2.7244096E+00
+15.5100E-03,+2.3563819E+00,+2.7338568E+00
+15.5200E-03,+2.3542111E+00,+2.7149624E+00
+15.5300E-03,+2.3589146E+00,+2.6252136E+00
+15.5400E-03,+2.3589146E+00,+2.6771734E+00
+15.5500E-03,+2.3563819E+00,+2.6252136E+00
+15.5600E-03,+2.3589146E+00,+2.6252136E+00
+15.5700E-03,+2.3643417E+00,+2.6204900E+00
+15.5800E-03,+2.3628945E+00,+2.5732538E+00
+15.5900E-03,+2.3647035E+00,+2.5496357E+00
+15.6000E-03,+2.3647035E+00,+2.5496357E+00
+15.6100E-03,+2.3592764E+00,+2.5496357E+00
+15.6200E-03,+2.3628945E+00,+2.5260176E+00
+15.6300E-03,+2.3621709E+00,+2.4740578E+00
+15.6400E-03,+2.3636181E+00,+2.4598870E+00
+15.6500E-03,+2.3643417E+00,+2.4740578E+00
+15.6600E-03,+2.3607236E+00,+2.4457161E+00
+15.6700E-03,+2.3621709E+00,+2.4740578E+00
+15.6800E-03,+2.3636181E+00,+2.3984799E+00
+15.6900E-03,+2.3647035E+00,+2.3276257E+00
+15.7000E-03,+2.3628945E+00,+2.3465201E+00
+15.7100E-03,+2.3647035E+00,+2.3559674E+00
+15.7200E-03,+2.3600000E+00,+2.3984799E+00
+15.7300E-03,+2.3596382E+00,+2.3229020E+00
+15.7400E-03,+2.3647035E+00,+2.2992839E+00
+15.7500E-03,+2.3704925E+00,+2.3559674E+00
+15.7600E-03,+2.3657889E+00,+2.1859171E+00
+15.7700E-03,+2.3647035E+00,+2.2473241E+00
+15.7800E-03,+2.3647035E+00,+2.2237061E+00
+15.7900E-03,+2.3647035E+00,+2.1386809E+00
+15.8000E-03,+2.3694070E+00,+2.1717463E+00
+15.8100E-03,+2.3650653E+00,+2.1717463E+00
+15.8200E-03,+2.3686834E+00,+2.0961684E+00
+15.8300E-03,+2.3647035E+00,+2.1386809E+00
+15.8400E-03,+2.3647035E+00,+2.1575754E+00
+15.8500E-03,+2.3643417E+00,+2.1008920E+00
+15.8600E-03,+2.3686834E+00,+2.0961684E+00
+15.8700E-03,+2.3647035E+00,+2.0961684E+00
+15.8800E-03,+2.3647035E+00,+2.0961684E+00
